user_id,business_id,stars,text
RR-2nouBn408e3djxC470g,d4qwVw4PcN-_2mK2o1Ro1g,5.0,Holy heck this place is amazing. I love their chicken tacos they're by far my favorite. Great customer service and all round awesome experience.
2Fi20wCPWrWWvuKDssePeA,veQpiduzq83yYc0jQzCIPQ,5.0,I love the classes at this gym. Zumba and. Radio Hip Hop are my favorite. This is such a great fun and I love that it is so reasonably priced!
UreiTV1I9i-XF6_bJhK6Iw,d_q4avZYM1sOlQP7noJKVg,4.0,Always a fun outing to come for great hot dogs and ALL the fixings!  A great place to bring out of town company for a good lunch a new experience.
mbdtyUUzZZx5ld1Qc4iGtQ,wkzWdo1mBqbzR2KPoXtWZw,4.0,"Was a Chicago style deep dish.  Homemade type crust, good sauce. I ordered extra cheese, Italian sausage, canadian bacon and jalepeno!! Was GOOD AND definitely filling!!!"
FCoXqPxuI7GRBYyzJIwVxw,r4HkiC71nB9k8Fe8zIORFQ,5.0,"First time eating there and everything was so yummy! Great pizza and Salad, my son had the meatball sub he said it was very good, must have been because he wouldn't share. Highly recommend."
bVwp0gnz3YxpJqSfXZrONg,YyxB3K1ORzc7ChMKgyxm9Q,5.0,The employees are so friendly and hard working! Keep it up! The store is very clean... I love subway sooooooooo much!!! :)
nVK00oKUk4asStkaOR09uw,ZbHE1ZncONeH-q93GuVGdA,1.0,"Horrible- Unclean, rancid, foul odors, unkempt, and poor service. The restaurant was nearly empty, and the cashier didn't even look up to say hello as my husband stood hungrily grinning at the counter. Needless to say, I talked him into driving up the road to the other location. This one is unacceptable."
EZ6g9a17UdMjtR-wrZebmA,wSAGILK2CFbq5BVZ5D67-A,3.0,The service is attentive. The decor attractive. But the menu is far too doused in polenta and paprika. The fingerling potatoes? Drenched in paprika. The aioli?Mixed with paprika. The appetizer? Fried polenta. The fish? Polenta crusted. It's worth a try. But be forewarned. The chef must shop at Costco.
B03NtjnS1Ca4vHPN4S8s-A,JHyv6TwbNfIcjpos8_espA,5.0,"This is a wonderful nail shop! Eric the owner is so hospitable, he takes time and effort on your nails to perfect them! I love my nails, they're so cute and symmetrical. Definitely will be coming back to this spa and salon! If you're thinking about going, Don't even question it, just go!"
hHFSpKcnDtJOs6M-JKFZ8Q,oCvxJBOs-Mbg-4oanPO7lQ,4.0,"The ingredients are always fresh and I like that I can customize everything. The price for the pita/salad is reasonable, but after the delivery fee of $3, it can be pricey. Definitely a great option if I forget my lunch at home."
lJBI50awi0N8qvX4PKzH7Q,3n685UjMonF4fjBcILXkJg,4.0,Room was very clean.  Staff was exceptionally nice for a mid-level hotel.  It had a parking lot right out the front door.  The free breakfast seemed generous (I didn't partake).  What more can one ask?    I'd stay here again.
NFebN50n-oXI7xgjP-Qixw,k1c_bC3DK6mKg797vH1T8w,5.0,"A very busy restaurant, make reservations, but well worth it.    Our party ordered the short ribs, salmon and steam bass for our main entrees and each dish was outstanding.   Will definitely go back to this restaurant when we are back in the Phoenix area."
7MXunAzrmnbBd0XQR33zaA,nJcyfIRGbI31EGLzillWYg,1.0,A margarita in clear plastic dickie cup??? Wtf?? The drunkin shrimp plate should of been called the goldfish feeder shrimp platter..
jqEbD-d5iI5nrwhfMmX_5w,8OeHn9KCbICuRBs_XiDDUA,4.0,"Happy to give a strong recommendation to this place - fun atmosphere, great service, excellent food... and really loved the made-at-the-table s'mores!  I recommend this for anyone who has out of town guests for a little bit of the 'old west' and good fun.  All you can eat BBQ on Saturday and Sunday during the day."
Ir__fU1m6dBqgTrP3aLP9A,KalAJyO0Zpg3K1wVwYXBHA,5.0,"I have been coming to this sweet little place for years and think they deserve my compliments. The food is french in a not too serious and snobbish way.  The wine is best enjoyed outside in the evening overlooking the ""lake"". They have live music (jazz guitar or piano) outside in the evenings most nights as well. Probably,one of the more romantic night spots on the west side.  They also have a fantastic lunch menu, with a lobster salad croissant that is true bliss..... mmmmmm.... Look them up for their specials, like wine tastings and discounted days."
YX1apap1DCOmOer3C9X2qw,77KuSFMOXqRGqcV9NJjzDA,3.0,"Food was piping hot, which is great!! Had the buffet...and it truly is all you can eat!! You order whatever you want off the menu (except chitlins) and they bring it out to you!!! Mac n cheese, greens, and black eyed peas were pretty good!! Fried chicken was pretty good too! Will come back!!"
Pvk862aBKxgn4i-yajH5ng,FooKqQJ3UnsIG2slFPuLRA,1.0,The tables and floor were dirty. I was the only customer on a Saturday nite and  the person working the counter ignored me I had a corned beef sandwich. I took three bites  and threw it in the trash
rHC67vLw-_pwoGjmEn-iQA,u8CFMZ9rCMDvKGDyqt6MEQ,5.0,If you are looking for a fresh yummy breakfast on the weekend in Waunakee you must try Cuco's. They have your traditional American breakfast choices or some tasty Mexican dishes. The food is fresh and comes out sizzling hot.   The service is excellent and the restaurant is very clean.
ica-FXNzyDzoOeArmg9Lwg,bM3ARXFMxGrntnHS6a7vEQ,5.0,"So I don't give out 5 stars frivolously, but this place deserves it. Everything I had (summer rolls, vegan pizza burger and chocolate chip cookies) was delicious. The service was great and the waitress helped me narrow down the never ending yummy looking options on the menu. They even gave me a smoothie sample while I waited.  Next time I'm in Cleveland, I'll definitely stop back in. I may even be coming for dinner today."
HLaSqQMDVvlcFPGJL_kGCA,VMPSdoBgJuyS9t_x_caTig,5.0,Easily my favorite place to eat in Madison.  Great Lao-Thai food.  Curries are fantastic and make sure to start with a soup.  They're always good.  Tip: place is tiny and you will wait.  Either get carry out or head across the street to the Weary Traveler to grab a beer while you wait for your table.
MuMVzbBYfHXvwM93TZfx-Q,OK0ba4X5seibH8oMWh4bhw,4.0,"When it comes to presentation this place executes that one thing completely. The food tastes as good as it looks, but if you're on a budget this place my be out of reach depending on what's in your pocket. Even their establishment looks amazing. I love this place and love their ""screaming orgasm roll""!"
dZxXGlJtNwr9pag5UXCa4A,ACb637NG7EnswRs8U_BX_w,5.0,I travel lots for business and this is one of the funniest places.  Heather provided great service and NCAA B-BALL on the screens
FlkOUFwCf-OBYkCIXLGWcg,zTgzmZGHnZyqA_4xn8Fvvw,1.0,"Worst pedicure ever. First, waited over a half hour even though we had appointments. Then, the girl rushed throughout, made rude comments and talked and laughed with her other coworkers in a different language. Pedicure is chipped not even one week later. Will NEVER go back here. Worse experience."
4CQ3ik_L4hTdIvm3XXlSvg,BmJdcOr-XOyM_Otc3wMraQ,5.0,Cleats is the best! Our daughter pitches and we have exchanged 2 sets of Mizuno metal cleats. Both were coming apart at the seams and they happily replaced them each time.  Great friendly and knowledgeable staff!  We buys all our softball gear from Cleats!
dZudYQD1T2U5RSJeJWYCLw,kBJfBVaXJtPEKLTov1hJdQ,5.0,When I'm Arizona...we Reathrey Sekong!   Food is good and authentic! Would love if there was a closer location to Gilbert!
lMIm1Ye7BeVE21xqlImqEw,eNFubUPJR7yIQah-NxZN_g,2.0,Decent food. Fishermen lobster or even congee queen can do better than this. Nice decor but that is it. I don't expect too much service from a Chinese restaurant but I gotta say that the hostess and waitress weren't welcoming at all. Won't recommend this place to anyone.
iAQFEArbXp1WUrseOFTLMA,gfhWUixZ4MmEAC1DtTsodA,5.0,GREAT SERVICE!! The food was amazing and very reasonably priced! Oh and the deserts are to die for!!
UniWikK9zPi-9PYgFpE01g,AVdo7XPlyRZ_pj5DVk1Yow,5.0,"Love the staff here! Becca, Chrissy, Angel and Arianna are so friendly and helpful! Super clean and professional place. Highly recommend coming here!"
LWyUWSRmTzjfeDBCvdy7lw,Kk6k9cs4rXfDkC9Fjv0MjQ,1.0,"I had an oil change at the 15515 N Scottsdale Road location.  When the car was delivered to me, there were two engine warning lights on that had not been on when I drove the car in.  The technician said that the lights were on when he got in the car, which was not true.  I took the car to the dealer who said that a sensor light had been left unplugged when they removed the air filter.  I should have read the many bad Yelp reviews prior to going to this facility."
IZzkAUnRtJtw3tGNdZtrJg,V4sPxg8y29QDskQmMM1FIw,5.0,"This was my first time at this place and the shop was super clean. The staff was nice and helpful. Rose took care of me like a regular customer. If I lived in Vegas, I would come here all the time."
sHUQOhH75nK0J6n_INkKDA,E54AvEdLfCFFkCvXmXJ7GA,1.0,"I ordered a pizza at 4:49. Got an email that said my pizza would be delivered at 5:18 to5:28. 5:38 still no pizza. Called the store. They said it was out for delivery. I said I knew that it was suppose to be delivered 10 minutes ago. 5:48. Still no pizza. Called the store back. Again, I was told it was out for delivery. 5:48 called the store again. When I was on the phone the pizza came. When it arrived it was COLD."
ffMc-TmUUhEbj5LLNILB4A,4ZbRwCB9oGibxK21MUZKHA,1.0,I went into this store yesterday and it was horrible!!! It was sooooo dirty. I'm talking there was trash everywhere!!!  Not only that but it smelled like trash! It was 5 o'clock on a Friday afternoon so I completely understand it being a little messy but the store just looked horrible!!! Not to mention the were out of pretty much everything on the store. I honestly will probably start going down the road to the next Smith's.
G5yx5pmozG-mXR-J8on6pw,gLOc1Fzl8yuKGq7B1TWj_A,4.0,"So pretty inside and well organized! I called for an appointment before my wedding for me and 3 others and was told they wouldn't be able to help me on that day because they were going to be too busy. :( So we went somewhere else. I had a gift card for here so I went here for my fill, and they did a great job, but a bit overpriced! I brought my daughters in so all 3 of us could get pedicures and had a great experience! Overall a great place!"
oAFF_A02Ws0mwH-lkbzyMQ,l_kefVF1frmC0xRW2YkvUA,2.0,"Pros: Fun atmosphere, great for people watching, mechanical bull is unique in my experience  Cons: I had the chicken tenders and fries and while the tenders were alright, the fries were pretty terrible. I've had fries that didn't taste good before, but these were the first fries I've experienced that actually tasted bad. After dinner, I felt sick and had to drink lots of water to get the taste out of my mouth. Would not go again!"
4FnosmTZU4Kq3110Ykt7ZA,VrGI7_nRjXpn0415S3coGQ,4.0,"Prices are reasonable...fried rice, Thai flat noodle with Duck, and the yellow curry is delicious!  However, they burnt my fried calamari :("
lq_DOs_38ctAKSzdE8gW4g,N6-dAWPTAaHqwRb94vXFCQ,5.0,"Their Homemade Lasagna was Great! You've gotta try Rizzo's Spaghetti House.  Try out their other restaurant, located off Cherry Road in Rock Hill."
gkw9tSW_DuxSvhKLES9ePQ,MNaPOkqm2vKeNG8EqkZWCg,5.0,By far my favorite Italian restaurant in Vegas. Pasta Luigi is the fastest they have! Also try the stuffed artichoke. It is one of the best of ever had
LPva2snYp0Fdu8Z1QIXLiA,6ZIHxvFTHC1pvAzAS0uLDA,4.0,"What can I say?  The bread is made daily and the portions are reasonable.  They have a wide selections of desserts,  Asian drinks/candy/food,   and their sandwiches is made when you order."
iDJCA-MMb8LRpBEN5qIWrA,H464UiJ5c7q5dAJ14h731A,4.0,"Had a wonderful meal here. Rib steak for two with herb butter and mushroom onion sauce was excellent, cooked to medium rare spot on, lightly coated with Montreal steak spice. Tuna steak lightly seared just right went well with lentils and mint. I am withholding a star because even though the wine list was interesting and extensive, only three reds were available by the glass, and the pour was nowhere near generous."
aFXA_ZCpPWhsHVg1Uyjl4A,LLOCKcFIKbeWmiyCGytBSg,4.0,"Huge breakfasts served all day. ""the all American"" was very good if you want something simple. Service was spotty mostly because the waiters would disappear when we needed their attention. They were able to separate the checks which was great. The waffle was forgettable and expensive. I recommend egg dishes! If you need a quick yummy breakfast in downtown I recommend this."
Qh1sq9Civof7Fd9TZLm4HQ,vQMcpsCYhkpJKvkity2VHA,2.0,"I passed Five Guys, In-N-Out, Carl's Jr, and Sonic to get to The Habit.  It won't happen again. I don't know where all these five stars are coming... but their burger tasted like an unseasoned Sonic burger... and more overpriced than Five Guys. I WILL SAY THAT THE CUSTOMER SERVICE WAS GREAT!"
AVxQMKJsNvyNPbCJsinvYA,srHBs-NlG0upDlambkURbA,5.0,"Fast and friendly, always! They make sure your order is correct even when they are in a hurry. Always a great meal."
owc3KFagSCE38eWTQ4CaRQ,PBmMvDows5HWIqrEVvNfQQ,5.0,"I tried chicken Shish kebab . Chicken is really juicy and really tasty . The atmosphere there is very Turkish style , love it . Definitely 5 stars .  Good place ever for coffee break , delicious deserts."
omzXdnZFmB6irpf7jmTQWQ,XwJ6fZRVbxQYRsryy4-qDw,5.0,"I love the atmosphere ! Perfect for families ! Very welcoming to children , my sons a bit active && loves to touch the decorations but they're so patient && understanding . The food is filling , tasteful && excellent portions . Nd their hours are accommodating to all they're open late ."
Jv7tTiEpkm4vSLzp7Ryb5w,zidkKI_N1OPxsiddTOQH_Q,5.0,Amazing staff and food everytime! Always so welcoming and the food is constantly awesome.
mn0tWjJCIozGGg9EweGncg,TIXQ4Yo65ZJUTGiraWI7ug,5.0,They did a great job on my two Golden boys. They can be a handful at times but they came out looking great and what I considered a great price as well!  We will be coming back for sure in the future.
ktZxmBGBEnWLyecg0X4uVw,6M5WG1Hp38dsYkK77S-bzQ,5.0,Amazing food and perfect location for any Luke AFB military personnel looking for some decent Asian cuisine. I'm going on my third lunch this week! The Chicken Teriyaki and ginger salad dressing is out of this world!
XBRgHoPjOi4GgcYFCvYElQ,osSwv6CJy5hDKQdOKeyTow,2.0,"3 stars for food, but the service was awful. Appetizers were ordered and all the food was brought out at once after wondering where the food was. Saw multiple tables served while we sat around waiting for the check. Won't be back!"
bolI1wtWAvn7tzEZ5k2UJw,lslPZKTjaG9vhfINJ9acFA,5.0,I'm traveling from out of town. It's amazing! Best massage I've ever had! Most definitely will be my new go-to place no need to look any further.
mXBkddhNdHjw4vRmo7X8Hg,XWxYHSld0T2TfANwt1KmqA,5.0,"We love Cafe Americano! We've been a couple times for lunch and have had Eric S. both times as our waiter. He was unbelievably attentive, kind, and efficient! The food both times was amazing. As with anything down at the Strip, the food can seem pricey, but the quality and the amount of food you get is worth every penny! My favorite thing is the Short Rib Nachos. Also love the atmosphere. Highly recommend for anyone that has a stomach and is in Las Vegas ;)"
YthHssImvAsOjE2AWWmg6w,6Cl15LapBVhw4ZfBIeVJJA,5.0,Absolutely delicious. Ordered chicken/beef kabob combo with spinach rice based on other reviews and not disappointed! The spinach samosa are also fantastic. My new favorite restaurant.
pvXNlamX78K_fQVUz8C3sw,NIPn7olHs6k3Svxy6DHUQA,3.0,Really good steak house. Steak is always seasoned to perfection but is never exactly coined to perfection. Make sure to ask for bread and butter you will need it. The butter is home made infused with honey and the bread always comes warm.  can't wait to go back again do a nice dinner.
uLWWpi62JJLnTh7UciJFHg,X2f2s37_cFKo4xpzGFqk1w,3.0,The food use to be really really really fuckn good here But not any more.. Suckx the food is all picked over eeewwww.. I had to wait for FRESH!! Food to come out .. Uuuugghh.
kbvHEgHre_T0wx0Z_7t_7A,3p410D9YzcmgyXQWCcCPiA,4.0,"Great food & very friendly staff.  We got the Shrimp Creole & the Cajun Trio, both tasty with the equivalent of home cooking.  The peach cobbler was delicious & passed my friend's test, who is from the South & has some experience with this dessert.  The owner chatted with my friend & I and told us how the restaurant got started.  Definitely worth trying."
abdw-Nf5xxWdi5wmUO7UYg,2qLOnQtWSlTOtkfEFyWScg,2.0,"There are good things, and bad things about this tiny airport. The bad things are, no food, no bar, just vending machines a couch and a big screen TV.   The good thing is that this airport is so small, only American Eagle flies here, that when you show up for your flight, you can sit on the couch or an easy chair and watch TV while you wait for the security guys to show up. Then everyone on your flight (~32 people) go through security and get on the plane."
ccKJusSm_iCv7YGrKCqzsQ,2gHJ-csflxzezLAi6JQW0w,1.0,This place is clean and a great price the other places around is are horrible and have undesirable types (I.e. hookers) not here safe and quiet no bedbugs a huge plus would recommend it to anyone unless you are from the Phoenix area they will not rent to you unless you live more than 30 miles away after our 3rd stay we were informed of this policy such is stupid and discrimination of Phoenix and surrounding area residents so I'm going to file a complaint with corporate and talk to my lawyer!
-VtIPsp0TgYyO4bg9vyG9A,LeuGZImVz_IG1e-SMYTSXw,3.0,"I didn't really have a positive experience at Blush Lounge. The crowd here is much older than a typical Vegas club. The music isn't great and $20 cover on Thursday made me cringe a little. Other than that, the club is designed really nicely (as are most things in Encore/Wynn). The drinks were typical Vegas prices ($9 beers) so overall it just wasn't great. I probably will not come back here."
no2KpuffhnfD9PIDdlRM9g,Wj1yPG74S_vkCMspcSmH9g,4.0,"If you're in the Mississauga area, a must stop for any tech professional.   I'll sum it up with two easy statements: 1. Awesome selection of beer on tap 2. Reliable free WiFi with good bandwidth  Enough said."
Eg_VTAQwK3CxYTORNRWd2g,4m_hApwQ054v3ue_OxFmGw,5.0,"Excellent food, service and ambiance! The tapas are truly infused with spanish flavours.  We had the Octopus, Dates wrapped in Bacon and Figs with Goat Cheese, but if I have to pick a favourite it will be the Foie Gras ""sliders"", they were unbelievably tasty!!  We had the 'Paella Patria' you could see the saffron, beautifully done. For dessert I ordered the Chocolate pudding, it was sublime, rich, decadent. Infused with olive oil and salt, it couldn't make me happier. Ohh I just can't wait to be back!!"
x5bK_r_44IN2r-YqrHAE9w,Vw9u6qar1I2QlkQOV6KNVA,5.0,"I went for the second time yesterday, and it did not disappoint!!! I love their willingness to work with you on a dish to make it exactly as you want! Best Thai Food I have ever tried!"
6Fd61O8RXegJNp6pm4_new,FodnfLi_ezVmL5DcrxnI3Q,1.0,"The worst hotel experience I have had...we came here tonight, and the bathroom shower is visible to he whole room. Then we needed extra blankets and called down, they said they were all out. Then we asked for water botlles, and they said they were all out! Then to too it off, we asked a cot, and to no surprise....they were all out! What bull is that?? The next two nights better be better..."
oCFvgGH40QHc25qOUrpu3A,e13SEvJud_vgeDR_doL4sQ,5.0,"Absolutely love it!!.The most authentic and incredible Mexican food I've ever had in Las Vegas hands down!! The place is so beautiful and colorful. The food is sooo good.Their tacos are freaking amazing!! Everything is so exquisite and delicious. Will definitely be coming back here. Manager Chad was very attentive and stopped by a couple of times making sure we were having great time! Great suggestions, great atmosphere, very friendly and helpful staff! A+++"
xCzmYGX7p_55F_4l79cf4A,v9blKqAkFdEMusd6OaeRqw,5.0,"Sheila is AMAZING!! She did a great job on my nails, they look so natural. I give her 10stars!! Definitely will be a repeat customer!"
3I806vywudUaWV6yVGHE2w,d4qwVw4PcN-_2mK2o1Ro1g,4.0,I was excited to finally eat here. I ordered Carne Asada tacos and rice and beans. The food was great the chicks were hot. The chip and salsa were good.
Pvb59pY9rcZM5xo1quPbbA,eaNenRk_liZBERFFLCXqqQ,5.0,The high quality Korean BBQ that started it all in Vegas...One of my favorite kbbq places in town.  Beef combo is usually what I go for and they will cook for you!   Three things stands out the most for me.  1. Skirt steak 2. Aged short ribs 3. Ice cream that comes with the combo  Come hungry and give it a try!
DtajKETYfOtSsKJCD33SOw,VrGI7_nRjXpn0415S3coGQ,4.0,3/5/11 Considering how disappointed we were with Lotus of Siam last time in Vegas the bf was wary of trying Thai again until we found Thai Style Noodle House! We tried the thai style noodle with beef which is their pad kee mow...and the beef combo noodle soup...  Super crowded and cozy...the service was good but there was a slight wait for food obviously...the beef combo noodle soup was very interesting... not sure I'd try it again because it wasn't spicy at all! LOL   One of the better tasting Thai places in Vegas...
8Ad4ErIl1mZiZ_2kvI6MVA,2lF1UsGcDpDpaI1lXgRX_g,4.0,"This was delicious. I got the vegetarian enchiladas and tacos. It came with a side of fresh smashed potatoes (never had this as a Mexican place but i was craving it).  The water was delicious and fresh, the decor of the restaurant was phenomenal, and the service was good (not over the top, but nothing to complain about).  Prices were very reasonable. I would visit again and take friends."
WAZMAkUNQvEDAJB5uwDerQ,hDL3Q-GNQlOuE04_zWEMJA,1.0,"We got there by 5:30pm and most of the dishes were cold, as if they been sitting there since noon.  They never refilled our drinks and tried to rush us out.  I would never eat at this place again."
ekO1FoeD8c9uqIQokBLCSQ,TKaND6oV1n2ylnCYoAfoag,5.0,"THE TACOS. I got pastor, asada, and chorizo. Authentic. Delicious. Nice topping bar with cilantro, limes, onions and sauces. The market itself is cool to walk around and get unique items as well."
QgbfaTwsjBksgUyJZA4P9A,j7TsOIl_pZm2wzs13-pRDQ,5.0,I really enjoyed my stay at this very reasonable hotel.  The rooms are very spacious and clean.  I really didn't expect to get a warm continental breakfast included at the price I paid for the room.
DZEClXcmhoTk2caP9gpl5w,bM3ARXFMxGrntnHS6a7vEQ,5.0,"I must have walked by this place a thousand times working on the square. Never knew what it was exactly. Came up in a search of ""Asian "" ? Amway, saw the reviews and walked over. The buffalo paninis with a side of black bean and corn salsa was very good. At $7 the price was fair, I think the yelp menu may be outdated. The desert case looked great and they have breakfast items also. There was a gift area too. Cool place and I'm far from vegan."
fFFTeVrZfTWuvbJXNKb-vQ,HmsCerK_rub0Ulo0aC0f9A,4.0,Great little sushi spot  Took advantage of all you can eat to sample lots of different types of fish  Friendly  staff  Great variety of items on the menu  A must try
IIE2OX5haarGNefY23R8BA,jM6JjZXFAQQANwdlEwbH3g,5.0,"My absolutely favorite mushroom pizza in the city, Great brunch spot - really reasonable and you can always get a table, because it's really big and has indoor and outdoor space.  I think the ice cream is homeade.  A neighbourhood favorite!"
3gm_H_pt20MSNXxPObkhIw,iSBy71Dg2du28YC9ewVa-w,5.0,"I will honestly state that the pre installation process can be a bit disorganized.....BUT  I recently had Paradigm Luxury Vinyl Plank flooring and new mouldings installed on Saturday, March 24, 2018 and I spoke with Marshall about obtaining his best installation team since I'm quite hard to please.  Well the installation went flawlessly, they had a can do attitude, listened intently,  did a fantastic clean up with every piece of plank and moulding meticulously placed!  To me the quality of the installation and competitive pricing is of most importance and Cloud delivered!"
OJJSJyh_YUQWxUYAuPtUGw,6B2z54cn3Ak38UCiPq0luA,5.0,"I have been going to Timeless for just shy of two years. Amanda is my tattoo artist. I have about 10 hours of work done so far with her. Every time she has impressed me with her ideas. I come in with an idea, she makes it freakin awesome. From american traditional to Harry Potter she knows wassup. Clean shop, friendly atmosphere and you want a place that has experience and won't BS you, than Timeless is def a the choice you want to make."
k1zNCz3JODi3YN5sXcKApw,8F-UdXe_YylX3k0L1SEiRg,5.0,"My family and I love this place. The food came out fast and nice customer service! We been coming here for five years now! We refused to go anywhere else, lol we are 3-4 times a week, because I can't cook"
V_fSO8w2zoV6n7JCqM54oA,WpI8HWOVoHtCOOinszWDYQ,5.0,"Visited Captain Steve ' s for the first time today.  There were 11 in our party. Our servers were great. They had 2 large parties at the same time.  But we NEVER felt neglected.  Our food came to our table at one and it was all HOT!  Everyone received the correct food, our drinks were maintained full, and the amount of food was generous.  We order fish, shrimp, broiled items, & steaks. Smiles all around.   I WILL return whenever I visit the Charlotte area."
NJo1UC18X5fWMHNM-7brlw,QC8cV2iUE7dtXW-CayBgUg,5.0,"I live in Austin, TX and have an old 1992 Porsche 968.  When I need parts for my car I call these guys directly. They find or get what I need for my car, and at a great price. Lots of Porsche dealerships and parts departments don't even know what a 968 is till they punch it up on there computer. Next time I'm in Las Vegas I'm gonna go see the people at Gaudin! Maybe they'll let me test drive a GT3 RS!!"
NGuMR5J-N3TJ-d2XOfOhag,1QJFpZxLbHbXSKohWp9uIA,5.0,"Whenever we have out of town guests...we visit RWB.  Everyone is always impressed and always LOVE whatever they order.  Be sure to check out the specials - there are some yummy, yummy things listed there!  The portions are HUGE!"
RRhco4irDXPk5EJmvuwr2w,PMPMHHLe9vFzcR67iCjgLA,5.0,Been to this a couple of times. Excellent food at good prices. Love the tea they provide at the end. Nice friendly staff definitely a place to visit
uhXDfdIYPaI51_VIMgn-wA,ZGaW5a7wxXxUgGTtbFqNxg,4.0,"Food was really good, but $14 for a carry-out Greek salad seemed kinda pricey..."
iWsZrhQNLDivSrypzpfdBg,APPZiUz_CEvR_--qY-tbig,4.0,Great place! This is our go to place for sushi in CLE. They have a tuna appetizer that is served in the shape of a heart and is possibly the most refreshing and delicious thing on a hot summer night!
_TVVlxhRqV19gdyZHTxctg,I7ZzsHeuf1IQyrG3JyECmg,2.0,"I was excited to try this place after seeing the reviews. Unfortunately this place was a real let down. The best thing about this place was the corn tortillas for the street tacos. Service was friendly. Ordered the tinga, viniargretta, and carnitas. All bland and nothing special. Salsa's ranged from very hot to hot. Most were hot without any flavor. We won't be back as there are better options with more flavorful protein and salsas to choose from."
wRbcBWdiyeCDUydcBQcYfg,2GmGT-7QjowR1ihup3FbVA,2.0,I was so excited to try this place after many people recommend this place. When we arrived we had to wait in the entrance for couple minutes.  Than we were placed at a table and the server came 5 good minutes later.  When he arrived we ordered drink and food.  We had time to visit all the shop and after wait at the table. The food arrived  and all our meats were dry and hard. The tabooli tasted like the presley was old... we all left more than the half of our plates and very disappointed..
Vb2u6EcBCBf1_LJSHpiWMw,w3gg3OaBTOAZpotv-i80hA,1.0,"the most low quality catering in persian catagory. we had party on persian new year and every one paid for the food to be cater through this place. the food was not even enough for everybody and the quality was bad. I feel so bad for this business,"
