pred,true,rouge_1,rouge_2,rouge_l
<bos> food was good but service was horrible . margaritas were good but not the best i 've had in a long time . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> food is good but service can be hit and miss . i recommend the tacos and taco salad , great margaritas and tall draft beers <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.13846153846153847,0.04687499999999999,0.10769230769230771
<bos> this is one of my favorite cafe in town . i love the service and the food is amazing . i 've been here a few times and i have never been disappointed . the parking is always clean and the parking are always clean . it 's a,"<bos> cafe 100 is excellent ! good service , friendly and fast and the food we had was excellent . we had breakfast and all 4 of us enjoyed our meals . we had a. short wait even though they were very busy . there is lots of parking behind the restaurant . very quaint in little house in huntersville . noticed sometimes they have live music . would definitely go back . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.2644628099173553,0.03361344537815126,0.1652892561983471
<bos> i love this place . i love the latte and the staff are always friendly and helpful . i have been here a few times and i have never been disappointed . this is a great spot to go for a quick bite . i highly recommend this spot,"<bos> stopped in for an iced latte and a sandwich . i liked the layout of the place and the ambiance . their latte was good . i tried their prosciutto sandwich , it was ok ! staff was friendly ! looks like a decent spot to do some work . loads of outlets and space ! <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.2786885245901639,0.05,0.16393442622950818
<bos> this is the worst management i 've ever had . i 've been here a few times and i have never been disappointed . the place is clean and the staff is friendly . i highly recommend this place to anyone in the area . <eos> <eos> <eos> <eos>,<bos> the worse management ever i lived there for one year they treated residents like c**p horrible place ... manager suck stacy was nightmare and patricia the regional manager so rude and not helpful at all stay away from this place.and i think tha girl amber is 16 years old <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.21374045801526717,0.031007751937984496,0.16793893129770993
<bos> the chips and chips were great . the salmon was a little dry and the salmon tasted like it was n't as good as it was the best i 've ever had . i would definitely recommend this place if you 're in the area . <eos> <eos> <eos>,"<bos> i 'm giving it 5 stars because of the french dip ... it was actually my friends ' dish ... the chips were great too ... my salmon was not so good , dry and pretty pedestrian ... but the french dip ... oh man . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.22580645161290325,0.03278688524590164,0.14516129032258066
<bos> this is a great restaurant . great location and great service . the food was great and the place was clean . i would recommend this place to anyone in the area . i will definitely be back . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> love love love this restaurant ! great location in midtown , awesome service , and amazing food ! perfect place for lunch or dinner especially when the weather cools off in phoenix and you can sit on the patio . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.22580645161290322,0.032786885245901634,0.1774193548387097
<bos> everything was delicious . the food was delicious and the service was great . the portions were small and the portions are small . i will definitely be back . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> everything here is great ! the food is delicious and presented exquisitely . the service is attentive . the portions are small but hey , that means you do n't overeat . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.224,0.0975609756097561,0.192
"<bos> great service and great food . the portion sizes are small , but the food is good . it 's a little pricey for the price , but it 's worth it . it is a bit pricey but it is worth it if you 're looking for a",<bos> stopped by after work to check it out since i got a flyer on my car . the service was great & the food was good . portion sizes were nt bad . even for the build your own . they were extremely nice & even offered to hold one of my kids ice cream in the freezer until after we were done eating . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.21487603305785125,0.050420168067226885,0.13223140495867766
<bos> i 've been coming to this place for years . the prices are reasonable and the prices were great . i highly recommend this place to anyone in the area . it 's a little pricey but it 's worth it . it is worth it if you 're,"<bos> i found my new tailor , and it 's a relief . i have had several dress shirts and a few sports coats altered by cynthia , with perfect results . the prices are very reasonable , and she has always had the clothes ready exactly on the date as promised . even though she 's a significant drive away for me , it 's worth it . highly recommended ! <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.30000000000000004,0.13559322033898302,0.23333333333333334
<bos> great food and great variety of beers . i love the owners and they have a lot of fun to have . i have been here a few times and have never been disappointed . i highly recommend this place to anyone in the area . <eos> <eos> <eos>,<bos> our go - to spot when we stay at the cosmopolitan . food is always good . this time we ordered the tomato soup with a grilled cheese sandwich . split the sandwich and ordered a second soup . also wonderful specialty cocktails . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.16260162601626016,0.0,0.09756097560975609
<bos> great restaurant . food was good . service was slow . very friendly . i would recommend this place to anyone in the area . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> this is a favorite restaurant . the food is consistently good . the service seems slow . but the food makes up for it . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.14516129032258066,0.0,0.12903225806451613
"<bos> the pizza is great , the pizza was good , but the flavor was really good . the pasta was a little dry , but it was n't the best i 've ever had . the staff was friendly and helpful . i would recommend this place to anyone","<bos> ordered from here last night , and it was pretty good ! the pizza is made fresh , no frozen dough and has been the best pizza we 've had in vegas yet . my seafood linguine was a little gummy , but the flavor was there . the sausage and meatball sandwich was delicious . the staff was really friendly . we 'll be back ! <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.33613445378151263,0.11965811965811964,0.21848739495798322
<bos> i 've been here a few times . the burgers are ok . the service is good and the staff is friendly . i highly recommend this place to anyone . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> got ta take it down one star . running out of oxtails at 2 pm is not cool . no patties were available . also service while polite was waaayyy too slow . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.064,0.0,0.048
<bos> i 've been coming to this place for years . i 've never been disappointed . i have been coming here for a few years now and i have never had a bad experience here . i love the fried rice and the fried egg rolls . the place,"<bos> not bad , not bad . i ordered the pork and chives pan - fried dumplings , and the shrimp / veggie boiled dumplings . both tasted fresh with the fillings , but nothing exceptional . also got the green onion fried pancake , but very unimpressed ... it was just fried dough with a shortage of green onions . prices are good for what you get , and overall seems like a comfy place to get your dumpling fix . <eos>",0.22413793103448276,0.01754385964912281,0.13793103448275862
"<bos> the prices are high , but the location is a bit pricey . the location has a good selection of food and the prices . i would recommend this place to anyone . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>","<bos> petsmart kind of irritates me in general ( high prices , questionable merchandise , the whole banfield scam ... ) but this location goes beyond irritating . they never have what i want in stock . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.16393442622950818,0.0,0.09836065573770492
"<bos> nice people , good choices , good food , good quality , and good quality . i 've been here a few times and i 've never been disappointed with the quality of the food and the quality is great . i highly recommend this place to anyone who","<bos> the staff here are the nicest people on the planet . seriously . helpful , sincere , sweet - they really seem to like being in the restaurant business , and business looks to be good . be prepared to wait , but it 's worth it . the food is great , they have tons of creative choices and the quality is uncompromising . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.27586206896551724,0.08771929824561403,0.1724137931034483
<bos> i 've been to this place a few times and i have been coming here for years . i love the garlic knots and the food is great . the service is great and the staff is always friendly and helpful . i have n't been here a few,<bos> if u like meat this the place to be . we celebrated a birthday about 10 of us . we got seated right away and was able to go to the buffet table . the mushrooms and shrimps were good . but the best part was the meat . we ate until we were in a trance . but u have leave room for fried bananas and grilled pineapple . great food and very nice service . <eos> <pad> <pad> <pad> <pad>,0.3089430894308943,0.0,0.17886178861788618
<bos> great food and great service . the food was very good and the service was very attentive . we had a few different dishes and they were very good . we will be back for sure . we 'll be back . <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> love the food . service very friendly . not happy that i ca n't get 2 proteins with the regularsize bowl anymore . was my normal order ... now i have to get a largeplate instead . waste of food for me . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.1788617886178862,0.016528925619834715,0.13008130081300812
<bos> great atmosphere and great music . i love the vibe and the food is always fresh and delicious . it 's a little pricey but it 's worth it . it is a little expensive but it is worth it ! <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> great atmosphere , we sat outside by the fire listening to a. talented jazz band play live , delicious mixed drinks , the salmon was cooked perfectly and so full of flavor . our new favor place . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.14516129032258066,0.03278688524590164,0.11290322580645161
"<bos> best tacos in town . great location , great music and fun music . highly recommend . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>",<bos> yummy coconut latte and burritos . interesting location . live music occasionally in back patio . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.09523809523809523,0.0,0.0634920634920635
<bos> i 've been coming to this place for years and i love it . i love the avocado salad . the customer service is great and they have great customer service . i highly recommend this place to anyone in the area . <eos> <eos> <eos> <eos> <eos> <eos>,"<bos> organic and delicious , i ate all of the happy hour avocado toast and could n't eat my salad , i highly recommend and we will be back . great customer service , ask for dana , she 's a doll . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.24193548387096775,0.06557377049180328,0.1774193548387097
"<bos> great selection , great food , great selection and very friendly . i love the atmosphere and the food is great . i highly recommend this place . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>","<bos> best boba in town , i come here often for a thai tea boba .. amazing ... they have really good food , with a great selection ... <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",0.0975609756097561,0.016528925619834715,0.08130081300813008
<bos> i 've been to this place a few times and i have never been disappointed . the chicken was really good and the pizza was not the best i 've ever had . the pizza is not as good as it was . the service was great and the,<bos> meant to try for a while as i heard it was good and they are opening one in indian land . it was disappointing . my chicken marsala was tasteless . my wife 's stromboli was not cooked . the dough was raw . the service was good and the portion sizes super . i will give pizza a try if they come to il but wish we went to piedmont social house . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.2926829268292683,0.049586776859504134,0.19512195121951217
<bos> best bbq in town . the pork is really good and the ribs are really good . the ribs were great and the brisket was good too . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> very good bbq . pulled pork is one of my favorites . ribs are good but had some rough batches . overall one of my favorite bbq places around . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.12698412698412698,0.01612903225806452,0.1111111111111111
<bos> great value . service was great . i had the beef and it was really good . i would recommend this place to anyone . the food was very good . it was a little pricey but it was worth it . <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> think i found my new church home . the worship service is very inspiring and the message bible based . jesus is returning soon ! no ear tickling prosperity preaching here . solid spiritual food for the soul and the holy spirit is definitely present ! hallelujah <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.14754098360655737,0.0,0.11475409836065575
<bos> great for a quick meal . staff was very friendly and the menu was great . i had the beef beef and it was very good . i will be back for sure . <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos>,<bos> great meal enjoyed with family . soul never disappoints . staff is excellent . the normal menu is great . but today 's father 's day menu special corn beef hash was delicious . <eos> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,0.16129032258064516,0.01639344262295082,0.16129032258064516
<bos> the staff was very friendly and helpful . the staff were very helpful and helpful and attentive . i had a great job on my friends and i was very impressed . i would recommend this place to anyone in the area . i was able to get my,<bos> had to go there for a kidney stone that would n't pass . my doctor works out of that hospital . i started in emergency and the staff was wonderful and attentive . they made sure i was comfortable and got me into a room quickly . i had surgery the next morning . all of the staff were wonderful . always making sure i was comfortable and understood everything . i will not go anywhere else ! <eos>,0.3529411764705882,0.05128205128205127,0.18487394957983191
